(32, 16, 4, 377.6135590785903)
(16, 33, 17, 353.86155484878543)
(33, 10, 13, 386.00518131237567)
(10, 17, 18, 376.21536385426896)
(17, 9, 1, 387.40418170174672)
(9, 16, 20, 377.6135590785903)
(16, 33, 17, 353.86155484878543)
(33, 33, 7, 353.86155484878543)
(33, 10, 13, 386.00518131237567)
(10, 9, 18, 387.40418170174672)
(9, 24, 20, 366.43143969916116)
(24, 33, 11, 353.86155484878543)
(33, 10, 13, 386.00518131237567)
(10, 17, 18, 376.21536385426896)
(17, 9, 1, 387.40418170174672)
(9, 16, 20, 377.6135590785903)
(16, 32, 17, 355.25765297879229)
(32, 16, 4, 377.6135590785903)
(16, 33, 17, 353.86155484878543)
(33, 10, 13, 386.00518131237567)
(10, 17, 18, 376.21536385426896)
(17, 9, 1, 387.40418170174672)
(9, 16, 20, 377.6135590785903)
(16, 33, 17, 353.86155484878543)
(33, 40, 20, 344.0930106817051)
(40, 1, 1, 398.6000501756115)
(1, 30, 19, 358.05027579936313)
(30, 30, 16, 358.05027579936313)
(30, 8, 6, 388.80329216713176)
(8, 31, 12, 356.65389385228923)
(31, 57, 15, 320.40287139786994)
(57, 57, 12, 320.40287139786994)
(57, 50, 12, 330.15148038438355)
(50, 50, 6, 330.15148038438355)
(50, 59, 15, 317.61926893688297)
(59, 60, 0, 316.22776601683796)
(60, 24, 17, 366.43143969916116)
(24, 60, 24, 316.22776601683796)
(60, 55, 17, 323.18725222384626)
(55, 55, 14, 323.18725222384626)
(55, 54, 14, 324.57972826410463)
(54, 59, 15, 317.61926893688297)
(25, 25, 10, 0.10833697549842837)
(25, 25, 10, -0.14878700537105183)
(25, 25, 10, -0.29149803338209956)
(25, 25, 15, 0.51057480394596233)
(25, 25, 15, -0.028053476079398756)
(25, 25, 15, 0.0337365582791046)
(25, 25, 22, -0.41212951600774422)
(25, 25, 16, 0.99642936901407908)
(25, 5, 16, -0.73458019135441044)
(5, 5, 19, 0.81729578914127676)
(5, 5, 19, -0.055137645471013588)
(5, 5, 19, 0.89689065203301721)
(5, 5, 19, -0.14426121065271719)
(51, 50, 18, -0.52012713741184313)
(50, 51, 17, 0.83289159672206259)
(51, 60, 0, 0.33871038562268868)
(60, 40, 8, nan)
(40, 40, 1, 0.8298326613830117)
(40, 24, 22, -0.15844303148024994)
(0, 0, 18, nan)
(0, 0, 18, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 8, nan)
(0, 0, 16, nan)
(0, 0, 16, nan)
(0, 0, 16, nan)
(0, 0, 16, nan)
(0, 0, 22, nan)
(0, 0, 16, nan)
(0, 0, 20, nan)
(0, 0, 16, nan)
(0, 0, 16, nan)
(0, 0, 16, nan)
(0, 0, 11, nan)
(0, 0, 16, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 6, nan)
(0, 0, 11, nan)
(0, 0, 13, nan)
(0, 0, 10, nan)
(0, 0, 21, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 8, nan)
(0, 0, 12, nan)
(0, 0, 6, nan)
(0, 0, 15, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 24, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 25, nan)
(0, 0, 25, nan)
(0, 0, 22, nan)
(0, 0, 25, nan)
(0, 0, 22, nan)
(0, 0, 22, nan)
(0, 0, 22, nan)
(0, 0, 20, nan)
(0, 0, 11, nan)
(0, 0, 20, nan)
(0, 0, 11, nan)
(0, 0, 6, nan)
(0, 0, 11, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 13, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 10, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 22, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 20, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 11, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 6, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 13, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 10, nan)
(0, 0, 0, nan)
(0, 0, 21, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 8, nan)
(0, 0, 12, nan)
(0, 0, 15, nan)
(0, 0, 24, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 13, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 7, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 20, nan)
(0, 0, 0, nan)
(0, 0, 16, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 6, nan)
(0, 0, 0, nan)
(0, 0, 24, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 0, nan)
(0, 0, 19, nan)
(0, 0, 19, nan)
(0, 0, 19, nan)
(0, 0, 22, nan)
(0, 0, 19, nan)
(0, 0, 19, nan)
(0, 0, 20, nan)
(0, 0, 21, nan)
(0, 0, 21, nan)
(0, 0, 21, nan)
(0, 0, 21, nan)
(0, 0, 8, -0.99999999999999978)
(0, 0, 8, nan)
(0, 0, 3, 1.0)
(0, 0, 8, -0.99999999999999978)
(0, 0, 3, 1.0)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 22, -0.99999999999999978)
(0, 0, 3, 1.0)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 20, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 11, nan)
(0, 0, 3, nan)
(0, 0, 6, nan)
(0, 0, 13, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 10, -0.99999999999999978)
(0, 0, 3, 1.0)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 21, nan)
(0, 0, 8, nan)
(0, 0, 3, nan)
(0, 0, 12, nan)
(0, 0, 15, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 24, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 13, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 7, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 20, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 16, nan)
(0, 0, 3, nan)
(0, 0, 6, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 24, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 26, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 21, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 24, nan)
(0, 0, 3, nan)
(0, 0, 8, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 19, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 3, nan)
(0, 0, 19, nan)
(0, 0, 22, nan)
(0, 0, 20, nan)
(0, 0, 11, nan)
(0, 0, 6, nan)
(0, 0, 11, nan)
(0, 0, 6, nan)
(0, 0, 13, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 10, nan)
(0, 0, 21, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 8, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 12, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 15, nan)
(0, 0, 6, nan)
(0, 0, 24, nan)
(0, 0, 13, nan)
(0, 0, 6, nan)
(0, 0, 7, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 20, -0.99999999999999978)
(0, 0, 6, 1.0)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 16, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 24, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 26, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 21, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 24, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 8, nan)
(0, 0, 1, 1.0)
(0, 0, 22, nan)
(0, 0, 1, nan)
(0, 0, 1, nan)
(0, 0, 20, nan)
(0, 0, 1, nan)
(0, 0, 1, nan)
(0, 0, 1, -0.99999999999999978)
(0, 0, 1, 1.0)
(0, 0, 1, nan)
(0, 0, 1, nan)
(0, 0, 1, nan)
(0, 0, 1, nan)
(0, 0, 1, nan)
(0, 0, 18, nan)
(0, 0, 22, nan)
(0, 0, 18, nan)
(0, 0, 18, nan)
(0, 0, 18, nan)
(0, 0, 20, nan)
(0, 0, 11, nan)
(0, 0, 11, nan)
(0, 0, 22, nan)
(0, 0, 11, nan)
(0, 0, 11, -0.99999999999999978)
(0, 0, 20, 1.0)
(0, 0, 15, nan)
(0, 0, 15, nan)
(0, 0, 22, nan)
(0, 0, 15, nan)
(0, 0, 15, nan)
(0, 0, 20, nan)
(0, 0, 6, 1.0)
(0, 0, 22, nan)
(0, 0, 20, nan)
(0, 0, 11, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 13, nan)
(0, 0, 6, nan)
(0, 0, 10, nan)
(0, 0, 6, nan)
(0, 0, 6, -0.99999999999999978)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, 1.0)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, -0.99999999999999978)
(0, 0, 6, 1.0)
(0, 0, 21, nan)
(0, 0, 6, nan)
(0, 0, 8, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 12, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 15, nan)
(0, 0, 24, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 13, nan)
(0, 0, 7, nan)
(0, 0, 20, nan)
(0, 0, 6, nan)
(0, 0, 6, nan)
(0, 0, 5, nan)
(0, 0, 22, nan)
(0, 0, 20, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 11, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 6, nan)
(0, 0, 5, nan)
(0, 0, 13, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 10, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(0, 0, 5, nan)
(52, 50, 16, -0.70710678118654746)
(50, 50, 18, nan)
(50, 50, 22, nan)
(50, 50, 18, nan)
(50, 58, 20, -0.31622776601683794)
(58, 58, 14, nan)
(58, 59, 17, 0.22722961560641844)
(59, 35, 6, nan)
(35, 34, 25, 0.97014250014533199)
(34, 33, 21, -0.94868329805051377)
(33, 41, 6, 0.24253562503633297)
(41, 24, 22, -0.31622776601683794)
(24, 50, 20, 0.92847669088525941)
(50, 42, 12, 0.31622776601683794)
(42, 51, 11, 0.70710678118654746)
(51, 36, 13, 0.79999999999999982)
(36, 43, 26, 0.0)
(43, 51, 6, 0.0)
(51, 44, 13, 0.94868329805051377)
(44, 36, 3, 0.0)
(36, 28, 7, -0.70710678118654746)
(28, 21, 1, -0.31622776601683794)
(21, 27, 20, 0.44721359549995793)
(27, 19, 3, -0.70710678118654746)
(19, 20, 9, 0.55470019622522915)
(20, 36, 8, 0.94868329805051377)
(36, 45, 16, -0.99999999999999978)
(45, 44, 24, 0.99589320646770407)
(44, 44, 3, nan)
(44, 36, 3, 0.0)
(36, 28, 7, -0.70710678118654746)
(28, 28, 1, nan)
(28, 28, 13, nan)
(28, 28, 1, nan)
(28, 28, 10, nan)
(28, 19, 21, -0.94868329805051377)
(19, 20, 9, 0.55470019622522915)
(20, 36, 8, 0.94868329805051377)
(36, 36, 7, nan)
(36, 52, 8, 0.70710678118654746)
(52, 59, 20, -0.99999999999999978)
(59, 59, 6, nan)
(59, 8, 6, 0.31622776601683789)
(8, 59, 4, 0.90795938450045166)
(59, 0, 6, 0.37139067635410367)
(0, 0, 18, nan)
(0, 58, 18, 0.87415727612153771)
(58, 8, 17, 0.26311740579210879)
(8, 8, 12, nan)
(8, 51, 4, 0.93742527200976522)
(51, 14, 15, 0.84366148773210747)
(14, 21, 15, 0.8574929257125441)
(26, 17, 3, 0.98058067569092033)
(17, 9, 7, -0.59999999999999998)
(9, 14, 13, 0.70710678118654746)
(14, 18, 15, 0.47058823529411764)
(18, 17, 23, -0.70710678118654757)
(17, 9, 24, -0.59999999999999998)
(9, 14, 13, 0.70710678118654746)
(14, 9, 13, 0.24253562503633297)
(9, 31, 13, 0.89442719099991586)
(31, 11, 13, 0.31622776601683794)
(11, 52, 21, 0.96476382123773219)
(52, 44, 20, 0.70710678118654746)
(44, 28, 3, 0.0)
(28, 28, 1, nan)
(28, 20, 1, -0.89442719099991586)
(20, 36, 8, 0.94868329805051377)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 43, 20, 0.0)
(43, 51, 6, 0.0)
(51, 36, 13, 0.79999999999999982)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 16, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 7, nan)
(36, 36, 6, nan)
(19, 26, 20, 0.19611613513818402)
(26, 17, 19, -0.98058067569092)
(17, 26, 11, 0.98994949366116647)
(26, 35, 14, 0.98058067569092)
(35, 35, 6, nan)
(35, 18, 22, -0.79999999999999982)
(18, 18, 7, nan)
(18, 33, 20, 0.31622776601683794)
(33, 18, 12, 0.21693045781865616)
(18, 18, 7, nan)
(18, 10, 7, -0.70710678118654757)
(10, 33, 26, 0.56920997883030822)
(33, 26, 12, 0.51449575542752646)
(26, 27, 14, 0.83205029433784372)
(27, 34, 23, 0.0)
(34, 43, 11, 0.89442719099991586)
(43, 42, 23, -1.0)
(42, 49, 18, -0.70710678118654746)
(49, 34, 12, 0.65079137345596849)
(34, 33, 18, -0.94868329805051377)
(33, 41, 6, -0.58549055384435855)
(41, 58, 17, 0.91036647746260491)
(58, 51, 9, 0.98058067569092)
(51, 59, 0, -0.44721359549995793)
(50, 49, 23, -0.94868329805051377)
(49, 41, 7, 0.24253562503633297)
(41, 49, 18, 0.0)
(49, 49, 22, -0.033314830232638482)
(41, 46, 26, 1.0)
(46, 58, 16, 0.89442719099991586)
(58, 49, 17, 0.22722961560641844)
(49, 56, 20, nan)
(56, 41, 13, 0.89442719099991597)
(41, 56, 26, -0.44721359549995793)
(56, 41, 13, 0.74740931868365967)
(41, 57, 26, 0.0)
(57, 56, 24, 0.21693045781865616)
(56, 41, 13, 0.89442719099991597)
(41, 56, 26, -0.44721359549995793)
(56, 41, 13, 0.74740931868365967)
(41, 56, 26, -0.44721359549995793)
(56, 41, 13, 0.74740931868365967)
(41, 56, 26, -0.44721359549995793)
(56, 56, 22, 0.2533593918376833)
(56, 41, 13, 0.89442719099991597)
(41, 56, 26, -0.44721359549995793)
(56, 41, 13, 0.74740931868365967)
(41, 48, 20, -0.70710678118654746)
(48, 41, 12, 0.83205029433784372)
(41, 56, 26, -0.44721359549995793)
(56, 41, 13, 0.74740931868365967)
(41, 48, 20, -0.70710678118654746)
(48, 57, 11, 0.55470019622522915)
(57, 57, 24, 0.21693045781865616)
(57, 56, 24, nan)
(56, 33, 13, 0.91914503001805803)
(33, 32, 3, -0.97014250014533188)
(32, 41, 8, 0.83205029433784372)
(41, 56, 20, -0.44721359549995793)
(56, 56, 6, nan)
(56, 49, 13, 0.91914503001805781)
(49, 56, 20, -0.8574929257125441)
(56, 56, 6, nan)
(56, 56, 6, 0.2533593918376833)
(56, 56, 6, nan)
(56, 56, 6, 0.78935221737632633)
(56, 56, 6, 0.2533593918376833)
(56, 49, 6, nan)
(49, 56, 20, 0.78935221737632633)
(56, 56, 6, nan)
(56, 56, 6, 0.2533593918376833)
(56, 56, 6, nan)
(56, 56, 6, nan)
(56, 56, 6, nan)
(56, 56, 6, nan)
(56, 56, 6, nan)
(56, 49, 6, nan)
(49, 56, 20, 0.78935221737632633)
(56, 56, 6, 0.2533593918376833)
(56, 49, 13, 0.87415727612153782)
(49, 56, 20, -0.8574929257125441)
(56, 56, 6, nan)
(56, 56, 6, 0.2533593918376833)
(56, 49, 10, 0.87415727612153782)
(49, 48, 21, -0.97014250014533188)
(48, 49, 11, 0.98058067569092022)
(49, 57, 20, -0.033314830232638482)
(57, 56, 24, 0.78935221737632633)
(51, 51, 5, 0.96476382123773219)
(51, 51, 5, nan)
(51, 51, 5, nan)
(51, 59, 5, -0.44721359549995793)
(59, 51, 1, 0.70710678118654746)
(51, 33, 22, -0.31622776601683794)
(33, 40, 20, -0.51449575542752646)
(40, 56, 24, 0.0)
(56, 48, 1, 0.2533593918376833)
(48, 48, 11, 0.80000000000000004)
(48, 57, 6, 0.55470019622522915)
(57, 57, 26, 0.21693045781865616)
(57, 1, 26, nan)
(1, 49, 4, nan)
(49, 50, 15, 0.92847669088525941)
(50, 43, 13, 0.89442719099991586)
(43, 36, 16, 0.70710678118654746)
(36, 29, 10, 0.0)
(29, 37, 2, 1.0)
(37, 30, 10, -0.70710678118654746)
(30, 29, 23, 0.44721359549995793)
(29, 45, 2, 1.0)
(45, 54, 11, nan)
(54, 53, 24, 0.70710678118654746)
(53, 44, 19, 0.70710678118654746)
(44, 44, 0, nan)
(44, 44, 0, nan)
(44, 35, 21, -0.70710678118654746)
(35, 34, 25, -0.89442719099991586)
(34, 25, 1, -0.89442719099991586)
(25, 42, 8, 0.79999999999999982)
(42, 49, 23, -0.70710678118654746)
(49, 50, 15, 0.97014250014533188)
(50, 35, 13, -0.083045479853739959)
(35, 34, 25, 0.97014250014533199)
(34, 26, 1, -0.31622776601683794)
(26, 26, 6, nan)
(26, 42, 6, 0.55470019622522915)
(42, 49, 23, -0.70710678118654746)
(49, 50, 15, 0.97014250014533188)
(50, 43, 12, 0.89442719099991586)
(43, 36, 16, 0.70710678118654746)
(36, 37, 10, 0.70710678118654746)
(37, 22, 10, -0.89442719099991586)
(22, 46, 8, 0.94868329805051377)
(46, 37, 25, 0.70710678118654746)
(37, 30, 10, -0.70710678118654746)
(30, 29, 23, 0.44721359549995793)
(29, 37, 2, 1.0)
(37, 30, 10, -0.70710678118654746)
(30, 29, 23, 0.44721359549995793)
(29, 45, 2, 1.0)
(45, 62, 11, nan)
(62, 45, 21, 0.99999999999999978)
(45, 54, 11, nan)
(54, 61, 24, 0.0)
(61, 53, 3, 1.0)
(53, 44, 19, 0.70710678118654746)
(44, 44, 0, -0.64018439966447993)
(44, 53, 15, 0.9970544855015816)
(53, 44, 19, 0.70710678118654746)
(44, 36, 0, 0.0)
(36, 29, 10, 0.0)
(29, 37, 2, 1.0)
(37, 38, 10, 0.0)
(38, 38, 5, 0.16439898730535726)
(38, 37, 24, 0.99589320646770407)
(37, 30, 13, -0.70710678118654746)
(30, 29, 23, 0.44721359549995793)
(29, 37, 2, 1.0)
(37, 30, 10, -0.70710678118654746)
(30, 29, 23, 0.44721359549995793)
(29, 21, 7, -1.0)
(21, 21, 3, nan)
(21, 14, 3, -0.70710678118654746)
(14, 14, 19, -0.033314830232638482)
(14, 4, 19, nan)
(4, 13, 9, nan)
